Review_ID,Customer_ID,Review_Text,Sentiment_Label,Rating,Service_Type
R02312,CUST102769,The policy terms were not clearly explained.,Negative,1,Customer Support
R02313,CUST104165,"Average experience, neither good nor bad.",Neutral,3,Customer Support
R02314,CUST107957,Had to wait weeks for a response.,Negative,1,Customer Support
R02315,CUST109124,The claim process was quick and smooth.,Positive,4,Policy Purchase
R02316,CUST101581,Easy to buy a policy online. Loved it!,Positive,4,Customer Support
R02317,CUST101591,"Service was okay, nothing special.",Neutral,3,Policy Purchase
R02318,CUST105216,It was a typical insurance interaction.,Neutral,3,Policy Purchase
R02319,CUST104988,My claim was denied unfairly. Very disappointed.,Negative,2,Customer Support
R02320,CUST108508,"Service was okay, nothing special.",Neutral,3,Customer Support
R02321,CUST103457,"Average experience, neither good nor bad.",Neutral,3,Claim
R02322,CUST103565,"Average experience, neither good nor bad.",Neutral,3,Claim
R02323,CUST107875,"Service was okay, nothing special.",Neutral,3,Customer Support
R02324,CUST102439,Fast and helpful service!,Positive,5,Customer Support
R02325,CUST105333,"Average experience, neither good nor bad.",Neutral,3,Policy Purchase
R02326,CUST103389,Customer service was rude and unhelpful.,Negative,2,Customer Support
R02327,CUST105077,Bought the policy without any issues.,Neutral,3,Policy Purchase
R02328,CUST104045,Fast and helpful service!,Positive,5,Customer Support
R02329,CUST106218,Easy to buy a policy online. Loved it!,Positive,5,Claim
R02330,CUST105136,Bought the policy without any issues.,Neutral,3,Customer Support
R02331,CUST108178,Great customer support. Very satisfied.,Positive,4,Policy Purchase
R02332,CUST109972,"Support was fine, not exceptional.",Neutral,3,Policy Purchase
R02333,CUST104067,Fast and helpful service!,Positive,5,Claim
R02334,CUST108241,Fast and helpful service!,Positive,5,Policy Purchase
R02335,CUST105713,Easy to buy a policy online. Loved it!,Positive,4,Policy Purchase
R02336,CUST105108,Bought the policy without any issues.,Neutral,3,Customer Support
R02337,CUST104534,Easy to buy a policy online. Loved it!,Positive,5,Customer Support
R02338,CUST109014,Had to wait weeks for a response.,Negative,1,Customer Support
R02339,CUST106385,Easy to buy a policy online. Loved it!,Positive,4,Customer Support
R02340,CUST103876,The policy terms were not clearly explained.,Negative,1,Claim
R02341,CUST100899,The claim process was quick and smooth.,Positive,4,Claim
R02342,CUST108947,Bought the policy without any issues.,Neutral,3,Customer Support
R02343,CUST103631,Great customer support. Very satisfied.,Positive,5,Customer Support
R02344,CUST109153,Customer service was rude and unhelpful.,Negative,1,Customer Support
R02345,CUST108680,"Average experience, neither good nor bad.",Neutral,3,Customer Support
R02346,CUST103198,Fast and helpful service!,Positive,5,Policy Purchase
R02347,CUST102218,Easy to buy a policy online. Loved it!,Positive,4,Claim
R02348,CUST102804,"Support was fine, not exceptional.",Neutral,3,Policy Purchase
R02349,CUST101388,Easy to buy a policy online. Loved it!,Positive,4,Claim
R02350,CUST102030,The claim process was quick and smooth.,Positive,5,Claim
R02351,CUST105125,My claim was denied unfairly. Very disappointed.,Negative,2,Policy Purchase
R02352,CUST106417,Easy to buy a policy online. Loved it!,Positive,5,Claim
R02353,CUST101342,It was a typical insurance interaction.,Neutral,3,Policy Purchase
R02354,CUST100653,"Average experience, neither good nor bad.",Neutral,3,Policy Purchase
R02355,CUST109629,Had to wait weeks for a response.,Negative,1,Policy Purchase
R02356,CUST109428,My claim was denied unfairly. Very disappointed.,Negative,2,Policy Purchase
R02357,CUST106372,It was a typical insurance interaction.,Neutral,3,Policy Purchase
R02358,CUST105584,Customer service was rude and unhelpful.,Negative,2,Claim
R02359,CUST102696,"Average experience, neither good nor bad.",Neutral,3,Customer Support
R02360,CUST106130,Easy to buy a policy online. Loved it!,Positive,5,Claim
R02361,CUST107319,Easy to buy a policy online. Loved it!,Positive,5,Customer Support
R02362,CUST105342,Very bad experience with the support team.,Negative,1,Policy Purchase
R02363,CUST104974,The claim process was quick and smooth.,Positive,5,Customer Support
R02364,CUST103615,Customer service was rude and unhelpful.,Negative,1,Claim
R02365,CUST104352,"Support was fine, not exceptional.",Neutral,3,Claim
R02366,CUST108230,The policy terms were not clearly explained.,Negative,1,Customer Support
R02367,CUST107253,Easy to buy a policy online. Loved it!,Positive,4,Policy Purchase
R02368,CUST103380,"Support was fine, not exceptional.",Neutral,3,Claim
R02369,CUST100209,It was a typical insurance interaction.,Neutral,3,Customer Support
R02370,CUST108578,"Support was fine, not exceptional.",Neutral,3,Claim
R02371,CUST103815,The claim process was quick and smooth.,Positive,4,Policy Purchase
R02372,CUST105516,Customer service was rude and unhelpful.,Negative,2,Claim
R02373,CUST101393,"Service was okay, nothing special.",Neutral,3,Policy Purchase
R02374,CUST103138,"Support was fine, not exceptional.",Neutral,3,Claim
R02375,CUST100936,Had to wait weeks for a response.,Negative,1,Customer Support
R02376,CUST100336,Everything went better than expected.,Positive,5,Claim
R02377,CUST103919,"Service was okay, nothing special.",Neutral,3,Customer Support
R02378,CUST100509,Great customer support. Very satisfied.,Positive,5,Policy Purchase
R02379,CUST105536,Bought the policy without any issues.,Neutral,3,Customer Support
R02380,CUST104103,Easy to buy a policy online. Loved it!,Positive,4,Policy Purchase
R02381,CUST101140,"Average experience, neither good nor bad.",Neutral,3,Claim
R02382,CUST109098,The policy terms were not clearly explained.,Negative,2,Claim
R02383,CUST104197,Everything went better than expected.,Positive,4,Policy Purchase
R02384,CUST106226,"Average experience, neither good nor bad.",Neutral,3,Policy Purchase
R02385,CUST105846,My claim was denied unfairly. Very disappointed.,Negative,2,Claim
R02386,CUST105012,"Support was fine, not exceptional.",Neutral,3,Policy Purchase
R02387,CUST108457,Bought the policy without any issues.,Neutral,3,Customer Support
R02388,CUST106457,My claim was denied unfairly. Very disappointed.,Negative,2,Claim
R02389,CUST104407,Very bad experience with the support team.,Negative,2,Claim
R02390,CUST103470,It was a typical insurance interaction.,Neutral,3,Claim
R02391,CUST106400,Fast and helpful service!,Positive,4,Customer Support
R02392,CUST102525,Customer service was rude and unhelpful.,Negative,1,Policy Purchase
R02393,CUST101861,Bought the policy without any issues.,Neutral,3,Policy Purchase
R02394,CUST105280,Fast and helpful service!,Positive,4,Customer Support
R02395,CUST104591,Everything went better than expected.,Positive,5,Customer Support
R02396,CUST101295,My claim was denied unfairly. Very disappointed.,Negative,1,Claim
R02397,CUST107102,Easy to buy a policy online. Loved it!,Positive,4,Customer Support
R02398,CUST107152,The claim process was quick and smooth.,Positive,4,Customer Support
R02399,CUST104303,My claim was denied unfairly. Very disappointed.,Negative,1,Customer Support
R02400,CUST109376,Easy to buy a policy online. Loved it!,Positive,4,Policy Purchase
R02401,CUST109984,The claim process was quick and smooth.,Positive,4,Customer Support
R02402,CUST105981,My claim was denied unfairly. Very disappointed.,Negative,1,Claim
R02403,CUST100970,The claim process was quick and smooth.,Positive,5,Customer Support
R02404,CUST105866,Bought the policy without any issues.,Neutral,3,Claim
R02405,CUST102917,"Support was fine, not exceptional.",Neutral,3,Policy Purchase
R02406,CUST100702,It was a typical insurance interaction.,Neutral,3,Customer Support
R02407,CUST106591,Fast and helpful service!,Positive,5,Customer Support
R02408,CUST103375,The policy terms were not clearly explained.,Negative,1,Policy Purchase
R02409,CUST106814,Bought the policy without any issues.,Neutral,3,Claim
R02410,CUST109506,Customer service was rude and unhelpful.,Negative,2,Customer Support
R02411,CUST109029,Bought the policy without any issues.,Neutral,3,Customer Support
R02412,CUST106122,Very bad experience with the support team.,Negative,2,Customer Support
R02413,CUST101677,The policy terms were not clearly explained.,Negative,1,Policy Purchase
R02414,CUST109232,"Average experience, neither good nor bad.",Neutral,3,Claim
R02415,CUST102903,"Average experience, neither good nor bad.",Neutral,3,Customer Support
R02416,CUST108692,"Average experience, neither good nor bad.",Neutral,3,Claim
R02417,CUST105781,The claim process was quick and smooth.,Positive,4,Customer Support
R02418,CUST109886,Very bad experience with the support team.,Negative,1,Customer Support
R02419,CUST106912,Customer service was rude and unhelpful.,Negative,2,Customer Support
R02420,CUST105172,"Support was fine, not exceptional.",Neutral,3,Policy Purchase
R02421,CUST101389,Easy to buy a policy online. Loved it!,Positive,4,Claim
R02422,CUST101306,It was a typical insurance interaction.,Neutral,3,Policy Purchase
R02423,CUST109465,Everything went better than expected.,Positive,4,Customer Support
R02424,CUST102850,My claim was denied unfairly. Very disappointed.,Negative,2,Policy Purchase
R02425,CUST100592,Everything went better than expected.,Positive,5,Policy Purchase
R02426,CUST101084,Everything went better than expected.,Positive,5,Claim
R02427,CUST102434,"Support was fine, not exceptional.",Neutral,3,Claim
R02428,CUST101217,"Service was okay, nothing special.",Neutral,3,Customer Support
R02429,CUST105364,Fast and helpful service!,Positive,5,Customer Support
R02430,CUST105536,Bought the policy without any issues.,Neutral,3,Claim
R02431,CUST104255,Everything went better than expected.,Positive,5,Claim
R02432,CUST109447,Very bad experience with the support team.,Negative,1,Claim
R02433,CUST105674,Everything went better than expected.,Positive,5,Customer Support
R02434,CUST109730,The claim process was quick and smooth.,Positive,4,Claim
R02435,CUST101229,Great customer support. Very satisfied.,Positive,5,Claim
R02436,CUST100255,Had to wait weeks for a response.,Negative,2,Customer Support
R02437,CUST102449,Had to wait weeks for a response.,Negative,2,Policy Purchase
R02438,CUST107878,Customer service was rude and unhelpful.,Negative,1,Policy Purchase
R02439,CUST102641,Easy to buy a policy online. Loved it!,Positive,4,Customer Support
R02440,CUST108676,My claim was denied unfairly. Very disappointed.,Negative,2,Claim
R02441,CUST104607,Customer service was rude and unhelpful.,Negative,1,Customer Support
R02442,CUST103647,"Average experience, neither good nor bad.",Neutral,3,Policy Purchase
R02443,CUST100713,Easy to buy a policy online. Loved it!,Positive,5,Customer Support
R02444,CUST104803,Easy to buy a policy online. Loved it!,Positive,5,Policy Purchase
R02445,CUST107893,Bought the policy without any issues.,Neutral,3,Policy Purchase
R02446,CUST105169,Everything went better than expected.,Positive,5,Customer Support
R02447,CUST102281,"Support was fine, not exceptional.",Neutral,3,Customer Support
R02448,CUST107094,Everything went better than expected.,Positive,5,Claim
R02449,CUST106873,"Service was okay, nothing special.",Neutral,3,Customer Support
R02450,CUST100631,Great customer support. Very satisfied.,Positive,4,Claim
R02451,CUST102133,It was a typical insurance interaction.,Neutral,3,Policy Purchase
R02452,CUST106700,Easy to buy a policy online. Loved it!,Positive,4,Policy Purchase
R02453,CUST109438,Very bad experience with the support team.,Negative,1,Policy Purchase
R02454,CUST103942,The policy terms were not clearly explained.,Negative,1,Customer Support
R02455,CUST101686,Customer service was rude and unhelpful.,Negative,1,Customer Support
R02456,CUST106612,Everything went better than expected.,Positive,5,Customer Support
R02457,CUST103339,My claim was denied unfairly. Very disappointed.,Negative,2,Policy Purchase
R02458,CUST103472,The claim process was quick and smooth.,Positive,5,Customer Support
R02459,CUST105056,Everything went better than expected.,Positive,4,Claim
R02460,CUST108009,"Service was okay, nothing special.",Neutral,3,Policy Purchase
R02461,CUST100340,Very bad experience with the support team.,Negative,2,Claim
R02462,CUST100975,Everything went better than expected.,Positive,4,Claim
R02463,CUST104186,"Support was fine, not exceptional.",Neutral,3,Policy Purchase
R02464,CUST107046,"Service was okay, nothing special.",Neutral,3,Policy Purchase
R02465,CUST101091,"Service was okay, nothing special.",Neutral,3,Policy Purchase
R02466,CUST103282,Fast and helpful service!,Positive,4,Policy Purchase
R02467,CUST100179,Great customer support. Very satisfied.,Positive,4,Claim
R02468,CUST106765,"Average experience, neither good nor bad.",Neutral,3,Customer Support
R02469,CUST103799,The policy terms were not clearly explained.,Negative,2,Customer Support
R02470,CUST100645,The claim process was quick and smooth.,Positive,4,Customer Support
R02471,CUST100639,Fast and helpful service!,Positive,4,Claim
R02472,CUST101807,Customer service was rude and unhelpful.,Negative,2,Customer Support
R02473,CUST105890,Easy to buy a policy online. Loved it!,Positive,5,Customer Support
R02474,CUST101461,Had to wait weeks for a response.,Negative,1,Claim
R02475,CUST105576,Had to wait weeks for a response.,Negative,2,Claim
R02476,CUST100745,The claim process was quick and smooth.,Positive,5,Policy Purchase
R02477,CUST109770,"Average experience, neither good nor bad.",Neutral,3,Policy Purchase
R02478,CUST100605,"Service was okay, nothing special.",Neutral,3,Customer Support
R02479,CUST104497,Very bad experience with the support team.,Negative,1,Policy Purchase
R02480,CUST101638,Customer service was rude and unhelpful.,Negative,2,Policy Purchase
R02481,CUST107415,Customer service was rude and unhelpful.,Negative,2,Policy Purchase
R02482,CUST100291,Bought the policy without any issues.,Neutral,3,Customer Support
R02483,CUST109940,Great customer support. Very satisfied.,Positive,5,Claim
R02484,CUST104269,"Support was fine, not exceptional.",Neutral,3,Customer Support
R02485,CUST108914,Easy to buy a policy online. Loved it!,Positive,5,Customer Support
R02486,CUST105412,Bought the policy without any issues.,Neutral,3,Claim
R02487,CUST101741,Great customer support. Very satisfied.,Positive,5,Policy Purchase
R02488,CUST103038,Great customer support. Very satisfied.,Positive,5,Customer Support
R02489,CUST102520,Great customer support. Very satisfied.,Positive,4,Policy Purchase
R02490,CUST105423,"Average experience, neither good nor bad.",Neutral,3,Claim
R02491,CUST103593,Had to wait weeks for a response.,Negative,2,Policy Purchase
R02492,CUST100060,Everything went better than expected.,Positive,4,Claim
R02493,CUST103527,My claim was denied unfairly. Very disappointed.,Negative,1,Policy Purchase
R02494,CUST106503,Bought the policy without any issues.,Neutral,3,Claim
R02495,CUST104066,Bought the policy without any issues.,Neutral,3,Claim
R02496,CUST100816,"Service was okay, nothing special.",Neutral,3,Policy Purchase
R02497,CUST109625,Everything went better than expected.,Positive,4,Customer Support
R02498,CUST100911,"Support was fine, not exceptional.",Neutral,3,Policy Purchase
R02499,CUST101909,Great customer support. Very satisfied.,Positive,4,Policy Purchase
R02500,CUST101092,Had to wait weeks for a response.,Negative,1,Claim
R02501,CUST103173,Very bad experience with the support team.,Negative,2,Claim
R02502,CUST105535,"Average experience, neither good nor bad.",Neutral,3,Policy Purchase
R02503,CUST103310,My claim was denied unfairly. Very disappointed.,Negative,1,Customer Support
R02504,CUST104282,"Service was okay, nothing special.",Neutral,3,Customer Support
R02505,CUST100547,Had to wait weeks for a response.,Negative,2,Customer Support
R02506,CUST104416,Great customer support. Very satisfied.,Positive,4,Claim
R02507,CUST100068,"Service was okay, nothing special.",Neutral,3,Claim
R02508,CUST106320,Had to wait weeks for a response.,Negative,1,Claim
R02509,CUST102508,Everything went better than expected.,Positive,5,Policy Purchase
R02510,CUST109507,Had to wait weeks for a response.,Negative,1,Claim
R02511,CUST105993,Fast and helpful service!,Positive,4,Claim
R02512,CUST109059,Very bad experience with the support team.,Negative,1,Customer Support
R02513,CUST105096,It was a typical insurance interaction.,Neutral,3,Customer Support
R02514,CUST109049,Everything went better than expected.,Positive,5,Customer Support
R02515,CUST102904,Bought the policy without any issues.,Neutral,3,Customer Support
R02516,CUST100341,Easy to buy a policy online. Loved it!,Positive,4,Customer Support
R02517,CUST104807,Everything went better than expected.,Positive,4,Customer Support
R02518,CUST105628,The claim process was quick and smooth.,Positive,4,Claim
R02519,CUST103576,Had to wait weeks for a response.,Negative,1,Policy Purchase
R02520,CUST106970,Fast and helpful service!,Positive,4,Claim
R02521,CUST102059,Great customer support. Very satisfied.,Positive,4,Policy Purchase
R02522,CUST101575,Bought the policy without any issues.,Neutral,3,Claim
R02523,CUST107462,Bought the policy without any issues.,Neutral,3,Claim
R02524,CUST105383,The claim process was quick and smooth.,Positive,4,Policy Purchase
R02525,CUST102590,Easy to buy a policy online. Loved it!,Positive,5,Claim
R02526,CUST103469,Easy to buy a policy online. Loved it!,Positive,5,Claim
R02527,CUST109974,It was a typical insurance interaction.,Neutral,3,Customer Support
R02528,CUST106293,Great customer support. Very satisfied.,Positive,5,Customer Support
R02529,CUST108862,"Service was okay, nothing special.",Neutral,3,Policy Purchase
R02530,CUST102681,Fast and helpful service!,Positive,4,Customer Support
R02531,CUST103847,Easy to buy a policy online. Loved it!,Positive,5,Policy Purchase
R02532,CUST103877,Very bad experience with the support team.,Negative,1,Policy Purchase
R02533,CUST109690,Easy to buy a policy online. Loved it!,Positive,5,Customer Support
R02534,CUST105898,Had to wait weeks for a response.,Negative,2,Policy Purchase
R02535,CUST109085,"Support was fine, not exceptional.",Neutral,3,Customer Support
R02536,CUST104488,Had to wait weeks for a response.,Negative,2,Claim
R02537,CUST102243,Customer service was rude and unhelpful.,Negative,1,Policy Purchase
R02538,CUST102282,"Service was okay, nothing special.",Neutral,3,Policy Purchase
R02539,CUST103950,Had to wait weeks for a response.,Negative,1,Customer Support
R02540,CUST104040,Had to wait weeks for a response.,Negative,2,Policy Purchase
R02541,CUST100504,Everything went better than expected.,Positive,5,Customer Support
R02542,CUST102864,Great customer support. Very satisfied.,Positive,5,Policy Purchase
R02543,CUST105308,"Service was okay, nothing special.",Neutral,3,Customer Support
R02544,CUST107280,Had to wait weeks for a response.,Negative,2,Customer Support
R02545,CUST106325,"Service was okay, nothing special.",Neutral,3,Customer Support
R02546,CUST103111,"Support was fine, not exceptional.",Neutral,3,Customer Support
R02547,CUST107667,"Support was fine, not exceptional.",Neutral,3,Policy Purchase
R02548,CUST100102,My claim was denied unfairly. Very disappointed.,Negative,2,Policy Purchase
R02549,CUST104822,Customer service was rude and unhelpful.,Negative,1,Claim
R02550,CUST103872,Had to wait weeks for a response.,Negative,1,Policy Purchase
R02551,CUST107663,"Support was fine, not exceptional.",Neutral,3,Claim
R02552,CUST104983,My claim was denied unfairly. Very disappointed.,Negative,1,Customer Support
R02553,CUST104659,Very bad experience with the support team.,Negative,1,Policy Purchase
R02554,CUST108186,The claim process was quick and smooth.,Positive,5,Policy Purchase
R02555,CUST102191,Very bad experience with the support team.,Negative,1,Customer Support
R02556,CUST109955,Fast and helpful service!,Positive,4,Claim
R02557,CUST106380,"Average experience, neither good nor bad.",Neutral,3,Policy Purchase
R02558,CUST109693,Great customer support. Very satisfied.,Positive,5,Customer Support
R02559,CUST102194,The policy terms were not clearly explained.,Negative,2,Claim
R02560,CUST105890,Everything went better than expected.,Positive,4,Customer Support
R02561,CUST103147,The claim process was quick and smooth.,Positive,5,Policy Purchase
R02562,CUST108202,The claim process was quick and smooth.,Positive,4,Claim
R02563,CUST104962,Bought the policy without any issues.,Neutral,3,Claim
R02564,CUST100254,"Average experience, neither good nor bad.",Neutral,3,Policy Purchase
R02565,CUST103181,The claim process was quick and smooth.,Positive,4,Policy Purchase
R02566,CUST106107,Easy to buy a policy online. Loved it!,Positive,4,Claim
R02567,CUST104643,My claim was denied unfairly. Very disappointed.,Negative,1,Claim
R02568,CUST103420,It was a typical insurance interaction.,Neutral,3,Claim
R02569,CUST108603,Had to wait weeks for a response.,Negative,1,Policy Purchase
R02570,CUST101264,"Support was fine, not exceptional.",Neutral,3,Policy Purchase
R02571,CUST103428,"Support was fine, not exceptional.",Neutral,3,Customer Support
R02572,CUST107062,"Average experience, neither good nor bad.",Neutral,3,Claim
R02573,CUST105576,Everything went better than expected.,Positive,5,Customer Support
R02574,CUST106095,The claim process was quick and smooth.,Positive,4,Customer Support
R02575,CUST101836,"Average experience, neither good nor bad.",Neutral,3,Customer Support
R02576,CUST104929,The policy terms were not clearly explained.,Negative,2,Claim
R02577,CUST103973,"Support was fine, not exceptional.",Neutral,3,Policy Purchase
R02578,CUST103730,"Average experience, neither good nor bad.",Neutral,3,Claim
R02579,CUST103304,Very bad experience with the support team.,Negative,2,Customer Support
R02580,CUST104390,Great customer support. Very satisfied.,Positive,5,Claim
R02581,CUST105549,Everything went better than expected.,Positive,5,Customer Support
R02582,CUST106406,Fast and helpful service!,Positive,5,Claim
R02583,CUST103136,The claim process was quick and smooth.,Positive,5,Claim
R02584,CUST103471,Easy to buy a policy online. Loved it!,Positive,5,Claim
R02585,CUST101393,"Average experience, neither good nor bad.",Neutral,3,Claim
R02586,CUST100549,"Average experience, neither good nor bad.",Neutral,3,Policy Purchase
R02587,CUST108693,Very bad experience with the support team.,Negative,2,Policy Purchase
R02588,CUST107085,Fast and helpful service!,Positive,5,Customer Support
R02589,CUST105833,"Service was okay, nothing special.",Neutral,3,Customer Support
R02590,CUST105707,"Service was okay, nothing special.",Neutral,3,Policy Purchase
R02591,CUST105811,Had to wait weeks for a response.,Negative,1,Customer Support
R02592,CUST103752,Everything went better than expected.,Positive,4,Claim
R02593,CUST100562,Easy to buy a policy online. Loved it!,Positive,5,Policy Purchase
R02594,CUST102128,"Average experience, neither good nor bad.",Neutral,3,Policy Purchase
R02595,CUST106039,Had to wait weeks for a response.,Negative,2,Claim
R02596,CUST102076,"Average experience, neither good nor bad.",Neutral,3,Policy Purchase
R02597,CUST105064,Everything went better than expected.,Positive,4,Claim
R02598,CUST105596,The policy terms were not clearly explained.,Negative,2,Customer Support
R02599,CUST106830,Very bad experience with the support team.,Negative,2,Claim
R02600,CUST103595,The claim process was quick and smooth.,Positive,5,Customer Support
R02601,CUST103101,Everything went better than expected.,Positive,4,Policy Purchase
R02602,CUST109602,The policy terms were not clearly explained.,Negative,2,Customer Support
R02603,CUST105229,My claim was denied unfairly. Very disappointed.,Negative,2,Customer Support
R02604,CUST108080,Customer service was rude and unhelpful.,Negative,2,Policy Purchase
R02605,CUST102800,My claim was denied unfairly. Very disappointed.,Negative,1,Policy Purchase
R02606,CUST109776,"Average experience, neither good nor bad.",Neutral,3,Customer Support
R02607,CUST101696,Great customer support. Very satisfied.,Positive,4,Claim
R02608,CUST107963,Customer service was rude and unhelpful.,Negative,1,Claim
R02609,CUST104104,Had to wait weeks for a response.,Negative,2,Claim
R02610,CUST108240,Easy to buy a policy online. Loved it!,Positive,4,Claim
R02611,CUST103878,Customer service was rude and unhelpful.,Negative,2,Claim
R02612,CUST100383,Great customer support. Very satisfied.,Positive,5,Customer Support
R02613,CUST103374,The policy terms were not clearly explained.,Negative,2,Claim
R02614,CUST105569,The policy terms were not clearly explained.,Negative,1,Customer Support
R02615,CUST107698,"Service was okay, nothing special.",Neutral,3,Customer Support
R02616,CUST105458,"Support was fine, not exceptional.",Neutral,3,Policy Purchase
R02617,CUST104962,The claim process was quick and smooth.,Positive,5,Policy Purchase
R02618,CUST103838,Bought the policy without any issues.,Neutral,3,Customer Support
R02619,CUST102847,Very bad experience with the support team.,Negative,1,Customer Support
R02620,CUST106818,"Average experience, neither good nor bad.",Neutral,3,Claim
R02621,CUST101008,Great customer support. Very satisfied.,Positive,5,Customer Support
R02622,CUST109185,"Service was okay, nothing special.",Neutral,3,Policy Purchase
R02623,CUST102241,Customer service was rude and unhelpful.,Negative,2,Customer Support
R02624,CUST109914,"Support was fine, not exceptional.",Neutral,3,Customer Support
R02625,CUST107082,Fast and helpful service!,Positive,4,Customer Support
R02626,CUST104371,"Average experience, neither good nor bad.",Neutral,3,Claim
R02627,CUST107169,Bought the policy without any issues.,Neutral,3,Policy Purchase
R02628,CUST105624,The claim process was quick and smooth.,Positive,5,Customer Support
R02629,CUST107707,Great customer support. Very satisfied.,Positive,4,Customer Support
R02630,CUST100655,Bought the policy without any issues.,Neutral,3,Policy Purchase
R02631,CUST105777,Fast and helpful service!,Positive,4,Policy Purchase
R02632,CUST103608,It was a typical insurance interaction.,Neutral,3,Customer Support
R02633,CUST106354,Great customer support. Very satisfied.,Positive,5,Customer Support
R02634,CUST104645,My claim was denied unfairly. Very disappointed.,Negative,2,Customer Support
R02635,CUST101448,Fast and helpful service!,Positive,4,Customer Support
R02636,CUST108453,"Service was okay, nothing special.",Neutral,3,Policy Purchase
R02637,CUST107930,Bought the policy without any issues.,Neutral,3,Customer Support
R02638,CUST103199,Bought the policy without any issues.,Neutral,3,Customer Support
R02639,CUST107482,The claim process was quick and smooth.,Positive,4,Claim
R02640,CUST102667,My claim was denied unfairly. Very disappointed.,Negative,2,Customer Support
R02641,CUST102667,Fast and helpful service!,Positive,5,Customer Support
R02642,CUST102719,The claim process was quick and smooth.,Positive,4,Customer Support
R02643,CUST103920,The policy terms were not clearly explained.,Negative,2,Claim
R02644,CUST103685,"Service was okay, nothing special.",Neutral,3,Policy Purchase
R02645,CUST106682,"Support was fine, not exceptional.",Neutral,3,Customer Support
R02646,CUST101833,Easy to buy a policy online. Loved it!,Positive,4,Policy Purchase
R02647,CUST106504,Had to wait weeks for a response.,Negative,2,Customer Support
R02648,CUST107106,Everything went better than expected.,Positive,5,Policy Purchase
R02649,CUST102714,Had to wait weeks for a response.,Negative,1,Policy Purchase
R02650,CUST109521,The policy terms were not clearly explained.,Negative,1,Claim
R02651,CUST109533,"Support was fine, not exceptional.",Neutral,3,Customer Support
R02652,CUST102399,The claim process was quick and smooth.,Positive,4,Claim
R02653,CUST103479,"Service was okay, nothing special.",Neutral,3,Policy Purchase
R02654,CUST108977,"Service was okay, nothing special.",Neutral,3,Policy Purchase
R02655,CUST103948,It was a typical insurance interaction.,Neutral,3,Customer Support
R02656,CUST105891,The policy terms were not clearly explained.,Negative,2,Policy Purchase
R02657,CUST106872,Had to wait weeks for a response.,Negative,1,Policy Purchase
R02658,CUST105341,"Service was okay, nothing special.",Neutral,3,Customer Support
R02659,CUST104650,Great customer support. Very satisfied.,Positive,5,Policy Purchase
R02660,CUST103451,"Average experience, neither good nor bad.",Neutral,3,Policy Purchase
R02661,CUST107188,"Service was okay, nothing special.",Neutral,3,Customer Support
R02662,CUST100705,It was a typical insurance interaction.,Neutral,3,Policy Purchase
R02663,CUST105227,Everything went better than expected.,Positive,4,Customer Support
R02664,CUST101054,"Support was fine, not exceptional.",Neutral,3,Policy Purchase
R02665,CUST109283,Bought the policy without any issues.,Neutral,3,Policy Purchase
R02666,CUST107311,Very bad experience with the support team.,Negative,1,Customer Support
R02667,CUST100115,"Average experience, neither good nor bad.",Neutral,3,Policy Purchase
R02668,CUST105009,"Average experience, neither good nor bad.",Neutral,3,Claim
R02669,CUST107906,Customer service was rude and unhelpful.,Negative,1,Customer Support
R02670,CUST100996,"Service was okay, nothing special.",Neutral,3,Claim
R02671,CUST101591,Fast and helpful service!,Positive,5,Customer Support
R02672,CUST103789,It was a typical insurance interaction.,Neutral,3,Claim
R02673,CUST105759,Great customer support. Very satisfied.,Positive,5,Claim
R02674,CUST109258,Easy to buy a policy online. Loved it!,Positive,4,Policy Purchase
R02675,CUST109392,Everything went better than expected.,Positive,4,Claim
R02676,CUST106750,Customer service was rude and unhelpful.,Negative,2,Policy Purchase
R02677,CUST108300,Very bad experience with the support team.,Negative,2,Policy Purchase
R02678,CUST101108,Had to wait weeks for a response.,Negative,2,Claim
R02679,CUST100205,Great customer support. Very satisfied.,Positive,4,Policy Purchase
R02680,CUST103392,Everything went better than expected.,Positive,4,Policy Purchase
R02681,CUST101940,Bought the policy without any issues.,Neutral,3,Customer Support
R02682,CUST108489,My claim was denied unfairly. Very disappointed.,Negative,1,Claim
R02683,CUST107904,It was a typical insurance interaction.,Neutral,3,Customer Support
R02684,CUST105703,The claim process was quick and smooth.,Positive,5,Policy Purchase
R02685,CUST102871,"Service was okay, nothing special.",Neutral,3,Claim
R02686,CUST105671,Everything went better than expected.,Positive,5,Customer Support
R02687,CUST102273,The claim process was quick and smooth.,Positive,4,Claim
R02688,CUST101970,The policy terms were not clearly explained.,Negative,1,Customer Support
R02689,CUST103231,"Average experience, neither good nor bad.",Neutral,3,Policy Purchase
R02690,CUST106507,Great customer support. Very satisfied.,Positive,4,Customer Support
R02691,CUST109373,Very bad experience with the support team.,Negative,2,Customer Support
R02692,CUST103054,Great customer support. Very satisfied.,Positive,4,Customer Support
R02693,CUST100504,The claim process was quick and smooth.,Positive,5,Claim
R02694,CUST104591,Easy to buy a policy online. Loved it!,Positive,4,Policy Purchase
R02695,CUST105031,Fast and helpful service!,Positive,5,Customer Support
R02696,CUST100399,The policy terms were not clearly explained.,Negative,2,Claim
R02697,CUST103034,"Support was fine, not exceptional.",Neutral,3,Policy Purchase
R02698,CUST106761,Had to wait weeks for a response.,Negative,2,Claim
